"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","GUST","PRCP","TEMP","VISIB","WDSP"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-04","999.9"," 0.00","  86.8","  4.2","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-05","999.9","99.99","  86.9","  4.2","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-06","999.9"," 0.00","  85.9","  4.3","  3.9"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-07","999.9"," 0.00","  88.1","  4.6","  4.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-08","999.9"," 0.00","  86.3","  4.2","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-09","999.9"," 0.12","  84.5","  4.2","  4.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-10","999.9"," 0.00","  86.0","  4.3","  3.3"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-11","999.9"," 0.00","  85.8","  4.1","  2.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-12","999.9"," 0.00","  84.9","  4.0","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-13","999.9"," 0.00","  85.9","  4.1","  3.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-14","999.9"," 0.12","  84.8","  4.2","  2.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-15","999.9"," 0.00","  84.3","  4.0","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-16","999.9"," 0.00","  86.9","  4.3","  2.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-17","999.9"," 1.69","  80.7","  3.9","  2.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-18","999.9"," 0.55","  84.8","  4.3","  2.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-19","999.9","99.99","  84.5","  4.0","  3.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-20","999.9"," 0.20","  82.7","  3.8","  1.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-21","999.9"," 0.04","  83.0","  4.0","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-22","999.9"," 0.00","  85.5","  4.1","  4.9"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-23","999.9"," 0.00","  85.7","  4.3","  3.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-24","999.9"," 0.00","  85.8","  4.2","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-25","999.9","99.99","  85.8","  4.3","  2.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-26","999.9"," 0.04","  81.9","  3.9","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-27","999.9"," 0.00","  84.5","  4.3","  2.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-28","999.9"," 0.00","  86.1","  4.2","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-29","999.9"," 0.00","  85.8","  4.0","  2.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-04-30","999.9"," 0.00","  83.7","  4.1","  2.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-01","999.9"," 0.00","  84.8","  4.0","  3.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-02","999.9"," 0.00","  86.0","  4.3","  3.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-03","999.9","99.99","  86.5","  4.2","  2.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-04","999.9"," 0.00","  87.2","  4.3","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-05","999.9"," 0.24","  82.2","  4.0","  0.9"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-06","999.9"," 0.00","  84.7","  4.2","  1.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-07","999.9"," 0.00","  85.1","  4.2","  1.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-08","999.9"," 1.34","  82.9","  4.1","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-09","999.9"," 0.04","  84.4","  4.2","  2.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-10","999.9"," 0.00","  86.2","  4.3","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-11","999.9"," 0.00","  86.9","  4.3","  2.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-12","999.9"," 0.04","  85.7","  4.1","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-13","999.9"," 0.47","  87.1","  4.1","  2.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-14","999.9"," 0.00","  84.7","  3.8","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-15","999.9"," 0.00","  86.7","  4.3","  1.9"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-16","999.9"," 0.18","  85.3","  4.0","  2.3"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-17","999.9"," 0.02","  83.9","  4.0","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-18","999.9"," 0.00","  86.0","  4.3","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-19","999.9"," 0.00","  87.0","  4.2","  3.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-20","999.9"," 2.09","  85.7","  3.9","  1.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-21","999.9"," 0.21","  82.2","  4.0","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-22","999.9"," 0.24","  84.1","  4.0","  2.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-23","999.9"," 0.75","  82.9","  4.0","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-24","999.9"," 0.16","  84.2","  4.2","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-25","999.9"," 0.00","  86.1","  4.2","  2.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-26","999.9"," 0.00","  85.5","  4.1","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-27","999.9","99.99","  83.4","  4.2","  1.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-28","999.9"," 0.00","  86.0","  4.2","  3.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-29","999.9"," 0.08","  80.5","  3.9","  0.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-30","999.9"," 0.00","  82.4","  4.0","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-05-31","999.9"," 0.00","  84.4","  4.1","  2.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-01","999.9"," 0.00","  86.1","  4.2","  1.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-02","999.9"," 0.00","  85.7","  4.3","  2.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-03","999.9"," 0.00","  85.1","  4.2","  3.0"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-04","999.9"," 0.00","  85.7","  4.2","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-05","999.9"," 0.00","  83.2","  4.0","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-06","999.9"," 0.08","  82.4","  4.0","  0.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-07","999.9"," 0.00","  84.3","  4.2","  2.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-08","999.9"," 0.00","  85.8","  4.3","  2.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-09","999.9"," 1.18","  83.6","  4.0","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-10","999.9"," 0.00","  84.7","  4.1","  2.3"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-11","999.9"," 0.00","  86.2","  4.3","  2.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-12","999.9"," 0.00","  85.1","  4.2","  1.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-13","999.9"," 0.00","  85.4","  4.0","  1.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-14","999.9"," 0.00","  83.5","  4.2","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-15","999.9"," 0.00","  82.7","  4.0","  3.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-16","999.9","99.99","  85.3","  4.3","  2.7"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-17","999.9"," 0.47","  83.7","  3.9","  2.8"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-18","999.9"," 0.16","  78.4","  3.8","  1.5"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-19","999.9"," 0.00","  83.5","  4.3","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-20","999.9"," 0.00","  83.6","  4.1","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-21","999.9"," 0.00","  84.7","  4.0","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-22","999.9"," 0.01","  83.6","  4.3","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-23","999.9"," 0.24","  83.7","  4.2","  2.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-24","999.9"," 0.12","  81.7","  3.7","  3.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-25","999.9"," 0.00","  83.8","  4.3","  2.2"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-26","999.9"," 0.83","  82.4","  4.2","  3.3"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-27","999.9"," 0.00","  84.0","  4.0","  2.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-28","999.9"," 0.00","  84.3","  4.2","  1.4"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-29","999.9"," 0.63","  83.0","  4.3","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-06-30","999.9"," 0.00","  87.2","  4.1","  1.6"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-07-01","999.9"," 0.00","  83.4","  4.0","  2.1"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-07-02","999.9"," 0.00","  85.6","  4.3","  2.9"
"96745099999","JAKARTA OBSERVATORY, ID","-6.1833333","106.8333333","8.0","2016-07-03","999.9"," 2.36","  81.6","  3.8","  1.5"
