tanggal,lokasi,pm25,aqi,kategori,temperatur,curah_hujan,jarak_pandang,kecepatan_angin
2017-12-11,Jakarta Selatan,3.95,16.5,Baik,26.89,83.06,4.1,2.4
2017-12-12,Jakarta Pusat,6.45,26.9,Baik,26.5,77.98,4.0,1.9
2017-12-12,Jakarta Selatan,14.55,56.2,Sedang,26.5,77.98,4.0,1.9
2017-12-13,Jakarta Pusat,7.15,29.8,Baik,27.5,0.0,4.0,3.1
2017-12-13,Jakarta Selatan,35.5,8.3,Baik,27.5,0.0,4.0,3.1
2017-12-14,Jakarta Selatan,35.5,28.3,Baik,26.33,0.0,3.9,2.8
2017-12-14,Jakarta Pusat,17.05,61.4,Sedang,26.33,0.0,3.9,2.8
2017-12-15,Jakarta Selatan,35.5,54.5,Sedang,28.56,0.0,4.2,3.0
2017-12-15,Jakarta Pusat,15.1,57.3,Sedang,28.56,0.0,4.2,3.0
2017-12-16,Jakarta Selatan,35.5,62.6,Sedang,26.83,0.0,4.3,2.1
2017-12-16,Jakarta Pusat,6.2,25.8,Baik,26.83,0.0,4.3,2.1
2017-12-17,Jakarta Selatan,35.5,52.2,Sedang,26.67,0.0,4.0,3.4
2017-12-17,Jakarta Pusat,4.45,18.5,Baik,26.67,0.0,4.0,3.4
2017-12-18,Jakarta Selatan,35.5,45.4,Baik,27.44,14.99,3.8,3.6
2017-12-18,Jakarta Pusat,4.7,19.6,Baik,27.44,14.99,3.8,3.6
2017-12-19,Jakarta Selatan,12.7,52.3,Sedang,27.61,2.03,4.0,3.1
2017-12-19,Jakarta Pusat,6.3,26.2,Baik,27.61,2.03,4.0,3.1
2017-12-20,Jakarta Pusat,17.0,61.3,Sedang,26.89,0.0,4.0,2.8
2017-12-20,Jakarta Selatan,5.9,24.6,Baik,26.89,0.0,4.0,2.8
2017-12-21,Jakarta Pusat,22.4,72.7,Sedang,26.39,6.1,4.0,1.7
2017-12-21,Jakarta Selatan,8.9,37.1,Baik,26.39,6.1,4.0,1.7
2017-12-22,Jakarta Selatan,1.4,5.8,Baik,28.22,0.0,4.1,2.7
2017-12-22,Jakarta Pusat,13.25,53.4,Sedang,28.22,0.0,4.1,2.7
2017-12-23,Jakarta Selatan,18.2,63.8,Sedang,28.5,0.0,4.3,3.0
2017-12-23,Jakarta Pusat,10.0,41.7,Baik,28.5,0.0,4.3,3.0
2017-12-24,Jakarta Selatan,12.4,51.6,Sedang,29.72,0.0,4.3,4.3
2017-12-24,Jakarta Pusat,9.2,38.3,Baik,29.72,0.0,4.3,4.3
2017-12-25,Jakarta Selatan,8.3,34.6,Baik,29.89,0.0,4.3,4.5
2017-12-25,Jakarta Pusat,3.7,15.4,Baik,29.89,0.0,4.3,4.5
2017-12-26,Jakarta Selatan,9.05,37.7,Baik,28.89,0.0,4.0,15.1
2017-12-26,Jakarta Pusat,11.15,46.5,Baik,28.89,0.0,4.0,15.1
2017-12-27,Jakarta Selatan,5.6,23.3,Baik,28.56,0.0,4.0,1.6
2017-12-27,Jakarta Pusat,11.0,45.8,Baik,28.56,0.0,4.0,1.6
2017-12-28,Jakarta Selatan,14.3,55.6,Sedang,28.39,0.0,4.7,2.7
2017-12-28,Jakarta Pusat,18.7,64.9,Sedang,28.39,0.0,4.7,2.7
2017-12-29,Jakarta Selatan,27.45,83.3,Sedang,28.67,0.0,4.1,2.0
2017-12-29,Jakarta Pusat,29.7,88.0,Sedang,28.67,0.0,4.1,2.0
2017-12-30,Jakarta Selatan,41.45,115.7,Tidak Sehat Untuk Kelompok Rentan,28.5,0.0,4.0,0.0
2017-12-30,Jakarta Pusat,44.5,123.2,Tidak Sehat Untuk Kelompok Rentan,28.5,0.0,4.0,0.0
2017-12-31,Jakarta Selatan,21.75,71.3,Sedang,27.44,45.97,4.2,0.6
2017-12-31,Jakarta Pusat,18.2,63.8,Sedang,27.44,45.97,4.2,0.6
2018-01-01,Jakarta Selatan,12.35,51.5,Sedang,28.94,0.0,4.4,2.1
2018-01-01,Jakarta Pusat,14.55,56.2,Sedang,28.94,0.0,4.4,2.1
2018-01-02,Jakarta Pusat,6.5,27.1,Baik,29.33,0.0,4.1,2.9
2018-01-02,Jakarta Selatan,35.5,32.5,Baik,29.33,0.0,4.1,2.9
2018-01-03,Jakarta Pusat,29.8,88.2,Sedang,28.67,0.25,4.1,2.5
2018-01-03,Jakarta Selatan,17.8,63.0,Sedang,28.67,0.25,4.1,2.5
2018-01-04,Jakarta Pusat,21.5,70.8,Sedang,29.44,0.0,4.1,1.1
2018-01-04,Jakarta Selatan,15.5,58.2,Sedang,29.44,0.0,4.1,1.1
2018-01-05,Jakarta Pusat,6.55,27.3,Baik,28.39,0.0,4.5,7.1
2018-01-05,Jakarta Selatan,6.9,28.8,Baik,28.39,0.0,4.5,7.1
2018-01-06,Jakarta Pusat,4.35,18.1,Baik,29.22,0.0,4.2,5.4
2018-01-06,Jakarta Selatan,35.5,2.9,Baik,29.22,0.0,4.2,5.4
2018-01-07,Jakarta Pusat,1.6,6.7,Baik,28.61,0.0,4.0,1.0
2018-01-07,Jakarta Selatan,10.05,41.9,Baik,28.61,0.0,4.0,1.0
2018-01-08,Jakarta Selatan,22.75,73.4,Sedang,28.94,0.0,4.1,3.9
2018-01-08,Jakarta Pusat,15.9,59.0,Sedang,28.94,0.0,4.1,3.9
2018-01-09,Jakarta Selatan,11.75,49.0,Baik,28.06,0.0,4.2,3.4
2018-01-09,Jakarta Pusat,12.9,52.7,Sedang,28.06,0.0,4.2,3.4
2018-01-10,Jakarta Selatan,11.1,46.2,Baik,28.78,0.0,4.2,4.6
2018-01-10,Jakarta Pusat,13.55,54.0,Sedang,28.78,0.0,4.2,4.6
2018-01-11,Jakarta Selatan,19.9,67.4,Sedang,28.0,0.0,4.0,5.0
2018-01-11,Jakarta Pusat,15.45,58.0,Sedang,28.0,0.0,4.0,5.0
2018-01-12,Jakarta Selatan,21.7,71.2,Sedang,28.72,0.0,4.3,5.4
2018-01-12,Jakarta Pusat,17.85,63.1,Sedang,28.72,0.0,4.3,5.4
2018-01-13,Jakarta Selatan,20.0,67.6,Sedang,28.28,0.0,4.1,5.1
2018-01-13,Jakarta Pusat,19.95,67.5,Sedang,28.28,0.0,4.1,5.1
2018-01-14,Jakarta Selatan,7.2,30.0,Baik,25.83,11.94,3.7,4.4
2018-01-14,Jakarta Pusat,35.5,55.6,Sedang,25.83,11.94,3.7,4.4
2018-01-15,Jakarta Selatan,35.5,18.3,Baik,25.89,22.1,4.0,3.9
2018-01-15,Jakarta Pusat,35.5,43.8,Baik,25.89,22.1,4.0,3.9
2018-01-16,Jakarta Pusat,35.5,17.1,Baik,27.72,0.0,4.0,4.1
2018-01-16,Jakarta Selatan,12.4,51.6,Sedang,27.72,0.0,4.0,4.1
2018-01-17,Jakarta Selatan,15.9,59.0,Sedang,27.83,0.0,4.3,4.0
2018-01-17,Jakarta Pusat,21.1,69.9,Sedang,27.83,0.0,4.3,4.0
2018-01-18,Jakarta Selatan,14.65,56.4,Sedang,25.56,0.0,3.7,1.9
2018-01-18,Jakarta Pusat,35.5,101.5,Tidak Sehat Untuk Kelompok Rentan,25.56,0.0,3.7,1.9
2018-01-19,Jakarta Pusat,2.55,10.6,Baik,26.17,2.03,4.1,5.5
2018-01-19,Jakarta Selatan,35.5,34.6,Baik,26.17,2.03,4.1,5.5
2018-01-20,Jakarta Pusat,2.55,10.6,Baik,26.56,0.0,4.0,4.0
2018-01-20,Jakarta Selatan,35.5,39.6,Baik,26.56,0.0,4.0,4.0
2018-01-21,Jakarta Pusat,2.55,10.6,Baik,28.06,0.0,4.1,6.1
2018-01-21,Jakarta Selatan,35.5,39.6,Baik,28.06,0.0,4.1,6.1
2018-01-22,Jakarta Pusat,4.3,17.9,Baik,27.89,6.1,3.8,4.5
2018-01-22,Jakarta Selatan,35.5,30.2,Baik,27.89,6.1,3.8,4.5
2018-01-23,Jakarta Pusat,4.3,17.9,Baik,27.94,1.02,4.3,5.4
2018-01-23,Jakarta Selatan,35.5,51.3,Sedang,27.94,1.02,4.3,5.4
2018-01-24,Jakarta Selatan,35.5,17.9,Baik,27.0,0.0,3.9,2.9
2018-01-24,Jakarta Pusat,13.6,54.2,Sedang,27.0,0.0,3.9,2.9
2018-01-25,Jakarta Selatan,35.5,17.9,Baik,27.28,0.0,4.3,7.2
2018-01-25,Jakarta Pusat,7.9,32.9,Baik,27.28,0.0,4.3,7.2
2018-01-26,Jakarta Selatan,35.5,17.9,Baik,27.72,4.06,4.0,3.3
2018-01-26,Jakarta Pusat,13.8,54.6,Sedang,27.72,4.06,4.0,3.3
2018-01-27,Jakarta Pusat,4.3,17.9,Baik,27.39,2.03,4.2,5.4
2018-01-27,Jakarta Selatan,35.5,56.9,Sedang,27.39,2.03,4.2,5.4
2018-01-28,Jakarta Pusat,4.3,17.9,Baik,26.06,3.05,4.0,4.0
2018-01-28,Jakarta Selatan,35.5,49.6,Baik,26.06,3.05,4.0,4.0
2018-01-29,Jakarta Selatan,35.5,17.9,Baik,26.61,10.92,4.2,3.9
2018-01-29,Jakarta Pusat,10.5,43.8,Baik,26.61,10.92,4.2,3.9
2018-01-30,Jakarta Selatan,35.5,17.9,Baik,27.33,3.56,4.0,3.5
2018-01-30,Jakarta Pusat,14.85,56.8,Sedang,27.33,3.56,4.0,3.5
2018-01-31,Jakarta Selatan,35.5,17.9,Baik,28.17,0.0,4.1,4.2
2018-01-31,Jakarta Pusat,15.5,58.2,Sedang,28.17,0.0,4.1,4.2
2018-02-01,Jakarta Pusat,4.3,17.9,Baik,27.5,3.05,4.0,2.1
2018-02-01,Jakarta Selatan,35.5,75.4,Sedang,27.5,3.05,4.0,2.1
2018-02-02,Jakarta Pusat,43.85,121.6,Tidak Sehat Untuk Kelompok Rentan,28.56,0.0,4.4,2.5
2018-02-02,Jakarta Selatan,35.5,73.5,Sedang,28.56,0.0,4.4,2.5
2018-02-03,Jakarta Selatan,19.9,67.4,Sedang,27.39,0.0,4.2,2.4
2018-02-03,Jakarta Pusat,11.05,46.0,Baik,27.39,0.0,4.2,2.4
2018-02-04,Jakarta Pusat,23.25,74.4,Sedang,27.5,11.94,3.9,4.7
2018-02-04,Jakarta Selatan,13.35,53.6,Sedang,27.5,11.94,3.9,4.7
2018-02-05,Jakarta Pusat,21.75,71.3,Sedang,25.5,33.02,3.7,2.6
2018-02-05,Jakarta Selatan,13.75,54.5,Sedang,25.5,33.02,3.7,2.6
2018-02-06,Jakarta Selatan,31.55,91.9,Sedang,26.11,1.27,4.2,2.3
2018-02-06,Jakarta Pusat,27.1,82.5,Sedang,26.11,1.27,4.2,2.3
2018-02-07,Jakarta Selatan,40.25,112.7,Tidak Sehat Untuk Kelompok Rentan,26.56,2.29,3.8,2.4
2018-02-07,Jakarta Pusat,35.9,102.0,Tidak Sehat Untuk Kelompok Rentan,26.56,2.29,3.8,2.4
2018-02-08,Jakarta Selatan,23.85,75.7,Sedang,26.72,8.13,4.0,4.4
2018-02-08,Jakarta Pusat,18.15,63.7,Sedang,26.72,8.13,4.0,4.4
2018-02-09,Jakarta Pusat,40.55,113.4,Tidak Sehat Untuk Kelompok Rentan,26.83,5.08,4.0,3.5
2018-02-09,Jakarta Selatan,28.3,85.1,Sedang,26.83,5.08,4.0,3.5
2018-02-10,Jakarta Selatan,24.65,77.4,Sedang,27.89,0.0,4.4,3.0
2018-02-10,Jakarta Pusat,18.05,63.5,Sedang,27.89,0.0,4.4,3.0
2018-02-11,Jakarta Selatan,32.1,93.1,Sedang,27.39,6.1,3.8,3.5
2018-02-11,Jakarta Pusat,18.95,65.4,Sedang,27.39,6.1,3.8,3.5
2018-02-12,Jakarta Selatan,35.45,100.1,Sedang,27.56,0.0,3.9,5.6
2018-02-12,Jakarta Pusat,31.35,91.5,Sedang,27.56,0.0,3.9,5.6
2018-02-13,Jakarta Selatan,52.95,144.0,Tidak Sehat Untuk Kelompok Rentan,27.56,0.0,4.0,3.2
2018-02-13,Jakarta Pusat,39.4,110.6,Tidak Sehat Untuk Kelompok Rentan,27.56,0.0,4.0,3.2
2018-02-14,Jakarta Selatan,25.0,78.1,Sedang,27.39,3.05,4.3,2.6
2018-02-14,Jakarta Pusat,20.9,69.5,Sedang,27.39,3.05,4.3,2.6
2018-02-15,Jakarta Pusat,27.2,82.8,Sedang,25.0,103.89,3.6,1.6
2018-02-15,Jakarta Selatan,13.5,53.9,Sedang,25.0,103.89,3.6,1.6
2018-02-16,Jakarta Selatan,15.65,58.5,Sedang,27.72,0.0,4.3,3.3
2018-02-16,Jakarta Pusat,12.0,50.0,Baik,27.72,0.0,4.3,3.3
2018-02-17,Jakarta Pusat,25.25,78.7,Sedang,27.5,0.0,4.0,3.3
2018-02-17,Jakarta Selatan,26.15,80.5,Sedang,27.5,0.0,4.0,3.3
2018-02-18,Jakarta Pusat,18.65,64.8,Sedang,27.89,1.02,4.2,3.3
2018-02-18,Jakarta Selatan,17.6,62.6,Sedang,27.89,1.02,4.2,3.3
2018-02-19,Jakarta Pusat,19.05,65.6,Sedang,27.5,2.03,3.9,3.1
2018-02-19,Jakarta Selatan,15.2,57.5,Sedang,27.5,2.03,3.9,3.1
2018-02-20,Jakarta Selatan,24.65,77.4,Sedang,28.11,1.02,4.0,3.2
2018-02-20,Jakarta Pusat,20.45,68.6,Sedang,28.11,1.02,4.0,3.2
2018-02-21,Jakarta Pusat,28.85,86.2,Sedang,28.0,1.02,4.1,1.6
2018-02-21,Jakarta Selatan,24.1,76.2,Sedang,28.0,1.02,4.1,1.6
2018-02-22,Jakarta Pusat,36.45,103.3,Tidak Sehat Untuk Kelompok Rentan,27.56,0.0,4.3,1.9
2018-02-22,Jakarta Selatan,28.95,86.4,Sedang,27.56,0.0,4.3,1.9
2018-02-23,Jakarta Selatan,42.4,118.0,Tidak Sehat Untuk Kelompok Rentan,28.06,0.0,4.0,4.1
2018-02-23,Jakarta Pusat,46.6,128.3,Tidak Sehat Untuk Kelompok Rentan,28.06,0.0,4.0,4.1
2018-02-24,Jakarta Pusat,13.2,53.3,Sedang,28.0,1.02,4.0,2.6
2018-02-24,Jakarta Selatan,17.55,62.5,Sedang,28.0,1.02,4.0,2.6
2018-02-25,Jakarta Selatan,17.6,62.6,Sedang,27.89,0.0,4.2,2.7
2018-02-25,Jakarta Pusat,16.35,59.9,Sedang,27.89,0.0,4.2,2.7
2018-02-26,Jakarta Selatan,14.5,56.0,Sedang,27.0,30.99,4.1,2.0
2018-02-26,Jakarta Pusat,13.7,54.4,Sedang,27.0,30.99,4.1,2.0
2018-02-27,Jakarta Pusat,30.25,89.2,Sedang,27.83,1.78,4.0,3.7
2018-02-27,Jakarta Selatan,27.3,83.0,Sedang,27.83,1.78,4.0,3.7
2018-02-28,Jakarta Pusat,29.05,86.6,Sedang,27.61,1.02,4.0,2.4
2018-02-28,Jakarta Selatan,22.6,73.1,Sedang,27.61,1.02,4.0,2.4
2018-03-01,Jakarta Selatan,43.2,120.0,Tidak Sehat Untuk Kelompok Rentan,27.17,0.25,3.7,2.0
2018-03-01,Jakarta Pusat,39.3,110.4,Tidak Sehat Untuk Kelompok Rentan,27.17,0.25,3.7,2.0
2018-03-02,Jakarta Pusat,35.85,101.9,Tidak Sehat Untuk Kelompok Rentan,28.83,0.0,4.3,2.1
2018-03-02,Jakarta Selatan,19.8,67.2,Sedang,28.83,0.0,4.3,2.1
2018-03-03,Jakarta Selatan,42.7,118.7,Tidak Sehat Untuk Kelompok Rentan,28.44,5.08,4.0,3.0
2018-03-03,Jakarta Pusat,37.9,106.9,Tidak Sehat Untuk Kelompok Rentan,28.44,5.08,4.0,3.0
2018-03-04,Jakarta Pusat,45.35,125.3,Tidak Sehat Untuk Kelompok Rentan,28.56,0.0,4.0,2.6
2018-03-04,Jakarta Selatan,39.25,110.2,Tidak Sehat Untuk Kelompok Rentan,28.56,0.0,4.0,2.6
2018-03-05,Jakarta Pusat,18.5,64.5,Sedang,28.22,0.0,4.3,4.0
2018-03-05,Jakarta Selatan,6.0,25.0,Baik,28.22,0.0,4.3,4.0
2018-03-06,Jakarta Selatan,39.2,110.1,Tidak Sehat Untuk Kelompok Rentan,27.56,5.08,4.3,2.4
2018-03-06,Jakarta Pusat,22.75,73.4,Sedang,27.56,5.08,4.3,2.4
2018-03-07,Jakarta Selatan,6.3,26.2,Baik,28.06,7.87,4.1,3.5
2018-03-07,Jakarta Pusat,19.15,65.8,Sedang,28.06,7.87,4.1,3.5
2018-03-08,Jakarta Pusat,20.95,69.6,Sedang,27.61,0.25,3.9,2.3
2018-03-08,Jakarta Selatan,29.6,87.8,Sedang,27.61,0.25,3.9,2.3
2018-03-09,Jakarta Pusat,27.9,84.2,Sedang,28.11,25.91,4.0,3.1
2018-03-09,Jakarta Selatan,37.25,105.3,Tidak Sehat Untuk Kelompok Rentan,28.11,25.91,4.0,3.1
2018-03-10,Jakarta Pusat,7.8,32.5,Baik,28.44,1.02,4.3,3.3
2018-03-10,Jakarta Selatan,20.7,69.1,Sedang,28.44,1.02,4.3,3.3
2018-03-11,Jakarta Selatan,15.05,57.2,Sedang,27.5,16.0,4.0,4.1
2018-03-11,Jakarta Pusat,33.1,95.2,Sedang,27.5,16.0,4.0,4.1
2018-03-12,Jakarta Selatan,9.85,41.0,Baik,27.72,0.0,4.0,4.0
2018-03-12,Jakarta Pusat,19.7,67.0,Sedang,27.72,0.0,4.0,4.0
2018-03-13,Jakarta Selatan,15.85,58.9,Sedang,27.83,0.0,4.0,2.5
2018-03-13,Jakarta Pusat,21.8,71.4,Sedang,27.83,0.0,4.0,2.5
2018-03-14,Jakarta Selatan,25.15,78.4,Sedang,28.06,1.02,4.0,2.9
2018-03-14,Jakarta Pusat,41.0,114.5,Tidak Sehat Untuk Kelompok Rentan,28.06,1.02,4.0,2.9
2018-03-15,Jakarta Pusat,37.8,106.7,Tidak Sehat Untuk Kelompok Rentan,29.22,0.0,4.2,1.6
2018-03-15,Jakarta Selatan,42.85,119.1,Tidak Sehat Untuk Kelompok Rentan,29.22,0.0,4.2,1.6
2018-03-16,Jakarta Pusat,39.35,110.5,Tidak Sehat Untuk Kelompok Rentan,29.28,0.0,4.0,2.6
2018-03-16,Jakarta Selatan,63.15,154.9,Tidak Sehat,29.28,0.0,4.0,2.6
2018-03-17,Jakarta Pusat,40.15,112.4,Tidak Sehat Untuk Kelompok Rentan,25.89,29.97,3.7,1.1
2018-03-17,Jakarta Selatan,45.95,126.7,Tidak Sehat Untuk Kelompok Rentan,25.89,29.97,3.7,1.1
2018-03-18,Jakarta Selatan,48.35,132.6,Tidak Sehat Untuk Kelompok Rentan,28.06,51.05,4.3,2.4
2018-03-18,Jakarta Pusat,51.4,140.2,Tidak Sehat Untuk Kelompok Rentan,28.06,51.05,4.3,2.4
2018-03-19,Jakarta Pusat,19.55,66.7,Sedang,27.78,2.03,4.2,3.6
2018-03-19,Jakarta Selatan,29.1,86.8,Sedang,27.78,2.03,4.2,3.6
2018-03-20,Jakarta Pusat,37.65,106.3,Tidak Sehat Untuk Kelompok Rentan,28.33,1.02,4.0,2.2
2018-03-20,Jakarta Selatan,42.8,119.0,Tidak Sehat Untuk Kelompok Rentan,28.33,1.02,4.0,2.2
2018-03-21,Jakarta Pusat,8.65,36.0,Baik,27.28,0.0,4.2,3.6
2018-03-21,Jakarta Selatan,16.9,61.1,Sedang,27.28,0.0,4.2,3.6
2018-03-22,Jakarta Pusat,10.6,44.2,Baik,26.72,7.87,4.0,2.0
2018-03-22,Jakarta Selatan,24.35,76.8,Sedang,26.72,7.87,4.0,2.0
2018-03-23,Jakarta Pusat,41.95,116.9,Tidak Sehat Untuk Kelompok Rentan,28.22,0.0,4.0,2.8
2018-03-23,Jakarta Selatan,64.1,155.4,Tidak Sehat,28.22,0.0,4.0,2.8
2018-03-24,Jakarta Pusat,37.1,104.9,Tidak Sehat Untuk Kelompok Rentan,27.39,0.0,3.8,3.6
2018-03-24,Jakarta Selatan,49.95,136.6,Tidak Sehat Untuk Kelompok Rentan,27.39,0.0,3.8,3.6
2018-03-25,Jakarta Pusat,3.2,13.3,Baik,26.67,0.0,3.6,1.2
2018-03-25,Jakarta Selatan,19.95,67.5,Sedang,26.67,0.0,3.6,1.2
2018-03-26,Jakarta Selatan,18.25,63.9,Sedang,28.5,0.0,4.2,4.2
2018-03-26,Jakarta Pusat,33.05,95.1,Sedang,28.5,0.0,4.2,4.2
2018-03-27,Jakarta Selatan,20.4,68.5,Sedang,26.56,13.97,4.0,2.6
2018-03-27,Jakarta Pusat,27.9,84.2,Sedang,26.56,13.97,4.0,2.6
2018-03-28,Jakarta Selatan,34.3,97.7,Sedang,28.39,0.0,4.2,2.7
2018-03-28,Jakarta Pusat,49.8,136.2,Tidak Sehat Untuk Kelompok Rentan,28.39,0.0,4.2,2.7
2018-03-29,Jakarta Selatan,20.85,69.4,Sedang,28.5,11.94,4.0,2.7
2018-03-29,Jakarta Pusat,42.05,117.1,Tidak Sehat Untuk Kelompok Rentan,28.5,11.94,4.0,2.7
2018-03-30,Jakarta Selatan,17.15,61.6,Sedang,29.11,0.0,4.0,5.3
2018-03-30,Jakarta Pusat,34.6,98.3,Sedang,29.11,0.0,4.0,5.3
2018-03-31,Jakarta Selatan,9.95,41.5,Baik,29.28,0.0,4.3,3.6
2018-03-31,Jakarta Pusat,20.5,68.7,Sedang,29.28,0.0,4.3,3.6
2018-04-01,Jakarta Selatan,10.1,42.1,Baik,29.89,0.0,4.2,3.1
2018-04-01,Jakarta Pusat,20.7,69.1,Sedang,29.89,0.0,4.2,3.1
2018-04-02,Jakarta Selatan,17.7,62.8,Sedang,28.11,2.03,3.8,2.1
2018-04-02,Jakarta Pusat,27.95,84.3,Sedang,28.11,2.03,3.8,2.1
2018-04-03,Jakarta Selatan,19.4,66.4,Sedang,28.0,0.0,4.1,2.4
2018-04-03,Jakarta Pusat,32.5,93.9,Sedang,28.0,0.0,4.1,2.4
2018-04-04,Jakarta Selatan,14.2,55.4,Sedang,28.78,0.0,4.2,3.1
2018-04-04,Jakarta Pusat,26.2,80.7,Sedang,28.78,0.0,4.2,3.1
2018-04-05,Jakarta Selatan,64.3,155.5,Tidak Sehat,29.22,0.0,4.2,3.8
2018-04-05,Jakarta Pusat,68.45,157.7,Tidak Sehat,29.22,0.0,4.2,3.8
2018-04-06,Jakarta Selatan,25.0,78.1,Sedang,29.22,0.0,3.9,3.5
2018-04-06,Jakarta Pusat,35.65,101.4,Tidak Sehat Untuk Kelompok Rentan,29.22,0.0,3.9,3.5
2018-04-07,Jakarta Selatan,30.35,89.4,Sedang,29.11,6.1,4.4,3.1
2018-04-07,Jakarta Pusat,40.65,113.7,Tidak Sehat Untuk Kelompok Rentan,29.11,6.1,4.4,3.1
2018-04-08,Jakarta Selatan,19.75,67.1,Sedang,28.0,0.0,4.3,3.3
2018-04-08,Jakarta Pusat,28.05,84.5,Sedang,28.0,0.0,4.3,3.3
2018-04-09,Jakarta Pusat,18.9,65.3,Sedang,28.56,0.0,4.0,1.4
2018-04-09,Jakarta Selatan,28.6,85.7,Sedang,28.56,0.0,4.0,1.4
2018-04-10,Jakarta Selatan,26.65,81.6,Sedang,29.94,0.0,4.0,2.5
2018-04-10,Jakarta Pusat,38.35,108.0,Tidak Sehat Untuk Kelompok Rentan,29.94,0.0,4.0,2.5
2018-04-11,Jakarta Pusat,44.5,123.2,Tidak Sehat Untuk Kelompok Rentan,30.0,0.0,4.3,2.6
2018-04-11,Jakarta Selatan,56.6,151.6,Tidak Sehat,30.0,0.0,4.3,2.6
2018-04-12,Jakarta Pusat,24.6,77.3,Sedang,29.67,0.0,4.2,3.5
2018-04-12,Jakarta Selatan,37.85,106.8,Tidak Sehat Untuk Kelompok Rentan,29.67,0.0,4.2,3.5
2018-04-13,Jakarta Pusat,24.6,77.3,Sedang,30.22,0.0,4.3,2.8
2018-04-13,Jakarta Selatan,41.95,116.9,Tidak Sehat Untuk Kelompok Rentan,30.22,0.0,4.3,2.8
2018-04-14,Jakarta Pusat,37.0,104.7,Tidak Sehat Untuk Kelompok Rentan,28.89,0.0,3.8,0.0
2018-04-14,Jakarta Selatan,44.3,122.7,Tidak Sehat Untuk Kelompok Rentan,28.89,0.0,3.8,0.0
2018-04-15,Jakarta Pusat,42.6,118.5,Tidak Sehat Untuk Kelompok Rentan,29.28,0.0,4.3,2.0
2018-04-15,Jakarta Selatan,52.5,142.9,Tidak Sehat Untuk Kelompok Rentan,29.28,0.0,4.3,2.0
2018-04-16,Jakarta Pusat,37.85,106.8,Tidak Sehat Untuk Kelompok Rentan,30.06,0.0,4.1,2.6
2018-04-16,Jakarta Selatan,51.25,139.8,Tidak Sehat Untuk Kelompok Rentan,30.06,0.0,4.1,2.6
2018-04-17,Jakarta Pusat,30.1,88.9,Sedang,28.5,8.89,4.0,1.5
2018-04-17,Jakarta Selatan,39.15,110.0,Tidak Sehat Untuk Kelompok Rentan,28.5,8.89,4.0,1.5
2018-04-18,Jakarta Selatan,67.85,157.4,Tidak Sehat,29.39,0.0,3.9,2.6
2018-04-18,Jakarta Pusat,65.7,156.3,Tidak Sehat,29.39,0.0,3.9,2.6
2018-04-19,Jakarta Pusat,59.35,153.0,Tidak Sehat,29.06,4.06,3.8,2.0
2018-04-19,Jakarta Selatan,68.35,157.6,Tidak Sehat,29.06,4.06,3.8,2.0
2018-04-20,Jakarta Pusat,35.2,99.6,Sedang,29.22,0.0,4.3,2.4
2018-04-20,Jakarta Selatan,35.4,100.0,Sedang,29.22,0.0,4.3,2.4
2018-04-21,Jakarta Pusat,56.85,151.7,Tidak Sehat,29.22,0.0,4.0,2.1
2018-04-21,Jakarta Selatan,53.7,145.8,Tidak Sehat Untuk Kelompok Rentan,29.22,0.0,4.0,2.1
2018-04-22,Jakarta Pusat,47.15,129.7,Tidak Sehat Untuk Kelompok Rentan,29.11,7.37,3.9,2.3
2018-04-22,Jakarta Selatan,49.3,135.0,Tidak Sehat Untuk Kelompok Rentan,29.11,7.37,3.9,2.3
2018-04-23,Jakarta Pusat,27.85,84.1,Sedang,26.44,9.91,3.7,0.7
2018-04-23,Jakarta Selatan,31.5,91.8,Sedang,26.44,9.91,3.7,0.7
2018-04-24,Jakarta Pusat,25.8,79.8,Sedang,27.22,1.27,3.6,2.9
2018-04-24,Jakarta Selatan,47.75,131.2,Tidak Sehat Untuk Kelompok Rentan,27.22,1.27,3.6,2.9
2018-04-25,Jakarta Selatan,43.05,119.6,Tidak Sehat Untuk Kelompok Rentan,25.67,16.0,3.7,1.7
2018-04-25,Jakarta Pusat,48.1,132.0,Tidak Sehat Untuk Kelompok Rentan,25.67,16.0,3.7,1.7
2018-04-26,Jakarta Pusat,45.95,126.7,Tidak Sehat Untuk Kelompok Rentan,27.06,2.03,4.0,2.5
2018-04-26,Jakarta Selatan,45.05,124.5,Tidak Sehat Untuk Kelompok Rentan,27.06,2.03,4.0,2.5
2018-04-27,Jakarta Pusat,20.4,68.5,Sedang,28.33,0.51,4.1,1.9
2018-04-27,Jakarta Selatan,29.5,87.6,Sedang,28.33,0.51,4.1,1.9
2018-04-28,Jakarta Pusat,23.25,74.4,Sedang,29.72,28.96,4.0,2.2
2018-04-28,Jakarta Selatan,31.6,92.0,Sedang,29.72,28.96,4.0,2.2
2018-04-29,Jakarta Pusat,38.7,108.9,Tidak Sehat Untuk Kelompok Rentan,29.06,0.0,4.0,2.1
2018-04-29,Jakarta Selatan,44.5,123.2,Tidak Sehat Untuk Kelompok Rentan,29.06,0.0,4.0,2.1
2018-04-30,Jakarta Selatan,54.6,148.0,Tidak Sehat Untuk Kelompok Rentan,29.28,0.0,4.1,3.2
2018-04-30,Jakarta Pusat,58.05,152.3,Tidak Sehat,29.28,0.0,4.1,3.2
